artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
112283,"Ist L 01426","JESHO 20, 145 12","Parpola1977Meluhha; Thureau-Dangin1910ITT1","primary; citation","p. 145 12; 1426","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",00.00.00.00,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,020162," ",0,0,,,0,0,0,0,,
212514,"Ist L 01073","AnSt 32, 43","Foster1982Gilgamesh; Kienast1995FAOS19; Thureau-Dangin1910ITT1","primary; history; history","p. 43; Gir 28; 1073","; ; ",,"Old Akkadian (ca. 2340-2200 BC)",,"Arkeoloji Müzeleri, Istanbul, Turkey",Letter,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,," ",0,,,,0,0,0,0,,
213209,"Ist L 01265","FAOS 19, p. 114","Hasselbach2005; Kienast1995FAOS19; Thureau-Dangin1910ITT1","citation; primary; history","p. 2; Gir 34; 1265","; ; ",,"Old Akkadian (ca. 2340-2200 BC)",,"Arkeoloji Müzeleri, Istanbul, Turkey",Letter,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
213521,"Ist L 01040","ITT 1, 01040",Thureau-Dangin1910ITT1,primary,1040,,"Girsu (mod. Tello)","Old Akkadian (ca. 2340-2200 BC)",,"Arkeoloji Müzeleri, Istanbul, Turkey",Legal,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,," ",0,,,,0,0,0,0,,
213522,"Ist L 01041","ITT 1, 01041",Thureau-Dangin1910ITT1,primary,1041,,"Girsu (mod. Tello)","Old Akkadian (ca. 2340-2200 BC)",,"Arkeoloji Müzeleri, Istanbul, Turkey",Legal,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,," ",0,,,,0,0,0,0,,
213523,"Ist L 01042","ITT 1, 01042",Thureau-Dangin1910ITT1,primary,1042,,"Girsu (mod. Tello)","Old Akkadian (ca. 2340-2200 BC)",,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,," Mulos y plata por sucesivas venidas del rey.",0,,,,0,0,0,0,,
213524,"Ist L 01043","ITT 1, 01043",Thureau-Dangin1910ITT1,primary,1043,,"Girsu (mod. Tello)","Old Akkadian (ca. 2340-2200 BC)",,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,," ",1,,,,0,0,0,0,,
213525,"Ist L 01044","ITT 1, 01044",Thureau-Dangin1910ITT1,primary,1044,,"Girsu (mod. Tello)","Old Akkadian (ca. 2340-2200 BC)",,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,," ",1,,,,0,0,0,0,,
213526,"Ist L 01046","ITT 1, 01046",Thureau-Dangin1910ITT1,primary,1046,,"Girsu (mod. Tello)","Old Akkadian (ca. 2340-2200 BC)",,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,," ",1,,,,0,0,0,0,,
213527,"Ist L 01047","ITT 1, 01047",Thureau-Dangin1910ITT1,primary,1047,,"Girsu (mod. Tello)","Old Akkadian (ca. 2340-2200 BC)",,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,," Ovejas y cabras de Umma llevadas a Uruk.",0,,,,0,0,0,0,,
