artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
237713,"BM —","CT 11, pl. 26, DT 016","Landsberger1955MSL3; sec38317; Thompson1900CT11","history; history; primary","94 (text S1), 94, 104; ; pl. 26, DT 016","; ; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK","Sign list",clay,tablet,5.4,,5.7,,,,,,,,,,"Akkadian; Sumerian",,,,Q000145,,,"DT 016",,,,0,,0,,0,,0,,"eBL; DCCLT/Nineveh; ARMEP; AsbP; BM","DT.16; P237713; P237713; P237713; W_DT-16"," explanatory list ",0,"0; 0",,,0,0,0,0,,
365215,"BM —","CT 11, pl. 01-05, K 00062+","Landsberger1955MSL3; Thompson1900CT11","history; primary","007 A; pl. 01-05, K 00062+","; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"K 00062 + K 02865 + Sm 0015 + 1882-05-22, 0317 ",,,,0,,0,,0,,0,,"eBL; eBL; eBL; DCCLT/Nineveh; ARMEP; AsbP; BM","1882,0522.317; K.62; Sm.15; P365215; P365215; P365215; W_K-62"," ",0,0,,,0,0,0,0,,
365216,"BM —","CT 11, pl. 06-07, K 04118 +","Landsberger1955MSL3; Thompson1900CT11","history; primary","007 B; pl. 06-07, K 04118 +","; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"K 04118 + K 07622 + K 13587 + K 14356 + K 19356 ",,,,0,,0,,0,,0,,"eBL; eBL; eBL; DCCLT/Nineveh; ARMEP; AsbP; BM","K.14356; K.4118; K.7622; P365216; P365216; P365216; W_K-14356"," ",0,0,,,0,0,0,0,,
365217,"BM 034061","CT 11, pl. 08, BM 034061","Landsberger1955MSL3; Thompson1900CT11","history; primary","7; pl. 08, BM 034061","; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"Sp 0157 + Sp 2, 0425 + Sp 2, 0641",,,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.34061; P365217; W_SP-157",,0,0,,,0,0,0,0,,
365219,"BM 045396","CT 11, pl. 10, BM 045396",Thompson1900CT11,primary,"pl. 10, BM 045396",,"Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,,,,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.45396; P365219; W_1881-0701-3157",,,0,,,0,0,0,0,,
365220,"BM 045410","CT 11, pl. 11, BM 045410",Thompson1900CT11,primary,"pl. 11, BM 045410",,"Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,,,,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.45410; P365220; W_1881-0701-3171",,,0,,,0,0,0,0,,
365221,"BM 046311","CT 11, pl. 13, BM 046311","Landsberger1955MSL3; Thompson1900CT11","history; primary","007 N; pl. 13, BM 046311","; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1881-07-28, 0036",,,,0,,0,,0,,0,,"eBL; BM","BM.46311; W_1881-0728-36"," ",0,0,,,0,0,0,0,,
365222,"BM —","CT 11, pl. 19, K 13695+",Thompson1900CT11,primary,"pl. 19, K 13695+",,"Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"K 13695 + Rm 0365","Walker, CT index p. 9Walker, CT index p. 9",,,0,,0,,0,,0,,"eBL; eBL; DCCLT/Nineveh; ARMEP; AsbP; BM","K.13695; Rm.365; P365222; P365222; P365222; W_K-13695",,,0,,,0,0,1,0,,
365223,"BM —","CT 11, pl. 14-18, K 00110",Thompson1900CT11,primary,"pl. 14-18, K 00110",,"Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"K 00110",,,,0,,0,,0,,0,,"eBL; ARMEP; AsbP; BM","K.110; P365223; P365223; W_K-110",,,0,,,0,0,0,0,,
365224,"BM —","CT 11, pl. 19, K 07683","Landsberger1955MSL3; Thompson1900CT11","history; primary","129 C; pl. 19, K 07683","; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"K 07683 + K 07805 + K 13699","Walker, CT index p. 9Walker, CT index p. 9",,,0,,0,,0,,0,,"eBL; DCCLT/Nineveh; ARMEP; AsbP; BM","K.7683; P365224; P365224; P365224; W_K-7683","Syllabary B, Tablet 2 ",0,0,,,0,0,1,0,,
