artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
110486,"Ist L 00617","ITT 2, 00617","Genouillac1910-1911ITT2; Lafont1989TCTI1; Sallaberger1992ZA82[2]; sec10759","primary; history; collation; collation","617; 617; ; ","; ; ; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Šū-Suen.08.09.00,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,"tablet & envelope",,,,,,,,,,,,,Sumerian,,,,,,S005284,,,,,0,,0,,0,,0,,BDTNS,031644," ",0,0,,,0,0,0,0,,
110487,"Ist L 00618","ITT 2, 00618","Genouillac1910-1911ITT2; Lafont1989TCTI1","primary; history","618; 618","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Šū-Suen.08.08.00,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,031645," ",0,0,,,0,0,0,0,,
110488,"Ist L 00619","ITT 2, 00619","Genouillac1910-1911ITT2; Lafont1989TCTI1; Lafont1989TCTI1; Lafont1989TCTI1; Waetzoldt1972UNT; Waetzoldt1987compensation","primary; history; citation; collation; history; citation","619; 619; p. 27; p. 27; 88; p. 140 n. 157","; ; ; ; ; to ii 16ff.","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)","Šū-Suen.04.01.00, Šū-Suen.04.08.00, Šū-Suen.04.12.00","Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,017021," ",0,0,,,0,0,0,0,,
110489,"Ist L 00620","ITT 2, 00620","Genouillac1910-1911ITT2; Lafont1989TCTI1; Lafont1989TCTI1; Thureau-Dangin1895RA3","primary; history; history; citation","620; 620; p. 283; 124 1 = obv. vi 8-13","; ; (photo obv.); ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Šū-Suen.08.00.00,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,031646," ",0,0,,,0,0,0,0,,
110490,"Ist L 00621","ITT 2, 00621","Englund1993-1994AfO40-41; Genouillac1910-1911ITT2; Lafont1989TCTI1","citation; primary; history","100-101; 621; 621","; ; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)","Šū-Suen.02.12.20, Šū-Suen.03.04.00 (us2 year)","Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,"20120211 englund: obv. ii 12-13 has 1/10 u4 tusz-a",,,0,,0,,0,,0,,BDTNS,001843," ",0,0,,,0,0,0,0,,
110491,"Ist L 00622","ITT 2, 00622","Genouillac1910-1911ITT2; Lafont1989TCTI1; Lafont1989TCTI1; Waetzoldt1972UNT","primary; history; collation; history","622; 622; p. 31; 79","; ; ; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)","Šulgi.44.00.00, Šulgi.45.00.00, Šulgi.46.00.00, Šulgi.47.00.00, Šulgi.48.00.00, Amar-Suen.01.00.00, Amar-Suen.02.00.00, Amar-Suen.03.00.00, Amar-Suen.04.00.00, Amar-Suen.05.00.00 (us2 year)","Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,017012," ",0,0,,,0,0,0,0,,
110492,"Ist L 00623","ITT 2, 00623","Genouillac1910-1911ITT2; Lafont1989TCTI1","primary; history","623; 623","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Ibbi-Suen.02.00.00,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,031647," ",0,0,,,0,0,0,0,,
110493,"Ist L 00624","ITT 2, 00624","Genouillac1910-1911ITT2; Lafont1989TCTI1","primary; history","624; 624","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",00.00.00.00,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,031648," ",0,0,,,0,0,0,0,,
110494,"Ist L 00625","ITT 2, 00625","Genouillac1910-1911ITT2; Lafont1989TCTI1","primary; history","625; 625","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)","Ibbi-Suen.01.10.00, Ibbi-Suen.02.00.00","Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,"20120211 englund: ninda du at 1 barig/day, zi3 at 4 ban2/day as a2 muhaldim",,,0,,0,,0,,0,,BDTNS,031649," ",0,0,,,0,0,0,0,,
110495,"Ist L 00626","ITT 2, 00626","Genouillac1910-1911ITT2; Lafont1989TCTI1","primary; history","626; 626","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",--.--.00.00,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,001844," ",0,0,,,0,0,0,0,,
110496,"Ist L 00627","ITT 2, 00627","Genouillac1910-1911ITT2; Lafont1989TCTI1","primary; history","627; 627","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Ibbi-Suen.01.00.00,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,031650," ",0,0,,,0,0,0,0,,
110497,"Ist L 00628","ITT 2, 00628","Genouillac1910-1911ITT2; Lafont1989TCTI1","primary; history","628; 628","; p. 34: manque à l’inventaire","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Šū-Suen.07.00.00,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,001845," ",0,0,,,0,0,0,0,,
110498,"Ist L 00629","ITT 2, 00629","Genouillac1910-1911ITT2; Lafont1989TCTI1; Maekawa1999temples","primary; history; history","629; 629; p. 70 no. 4","; ; description","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Amar-Suen.07.00.00,"Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,031651," ",0,0,,,0,0,0,0,,
110500,"Ist L 00631","ITT 2, 00631","Genouillac1910-1911ITT2; Lafont1989TCTI1","primary; history","631; 631","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)","Ibbi-Suen.01.00.00, Ibbi-Suen.02.00.00","Arkeoloji Müzeleri, Istanbul, Turkey",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,BDTNS,031652," ",0,0,,,0,0,0,0,,
