artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
108609,"BM 021350","CT 10, pl. 09, BM 021350","King1896CT1; King1900CT10; Maekawa1974agricultural-production; Maekawa1982agricultural-2; Maekawa1987domain-land; Pettinato1969rundenTafeln","history; primary; citation; citation; citation; history","pl. 44, 1896-03-30, 25; pl. 09, BM 021350; p. 22-23, p. 34, p. 37, p. 50; p. 99, p. 101, p. 106; p. 48; p. 198 26","; ; ; ; ; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)","Šulgi.47.00.00 (us2 year)","British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-03-30, 0016",,,,0,,0,,0,,0,,"BDTNS; eBL; BM","000288; BM.21350; W_1896-0330-16"," ",0,0,,,0,0,0,0,,
108610,"BM 024959","CT 10, pl. 10, BM 024959","King1900CT10; Pettinato1969rundenTafeln","primary; history","pl. 10, BM 024959; p. 210 30","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)","Amar-Suen.08.00.00 (us2 year)","British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-02-16, 0013",,,,0,,0,,0,,0,,"BDTNS; eBL","000289; BM.24959"," ",0,0,,,0,0,0,0,,
108611,"BM 024964","CT 10, pl. 12, BM 024964","King1900CT10; Pettinato1969rundenTafeln","primary; history","pl. 12, BM 024964; p. 220 31","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)","Amar-Suen.08.01.00 (us2 year)","British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-02-16, 0018",,,,0,,0,,0,,0,,"BDTNS; eBL; BM","000290; BM.24964; W_1898-0216-18"," ",0,0,,,0,0,0,0,,
108612,"BM 012235","CT 10, pl. 14-15, BM 012235","King1900CT10; Pettinato1993MVN 17","primary; history","pl. 14-15, BM 012235; 6","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)","Šulgi.44.11d.00 (intercalated), Šulgi.44.12.00","British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1894-10-19, 0006",,,,0,,0,,0,,0,"SH25 SH32 IS03","BDTNS; eBL; BM","000291; BM.12235; W_1894-1019-6"," ",0,0,,,0,0,0,0,,
108613,"BM 012921","CT 10, pl. 16-17, BM 012921",King1900CT10,primary,"pl. 16-17, BM 012921",,"Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Amar-Suen.04.04.00,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-03-28, 0012",,,,0,,0,,0,,0,,"BDTNS; eBL; BM","000292; BM.12921; W_1896-0328-12"," ",0,0,,,0,0,0,0,,
108614,"BM 012922","CT 10, pl. 18-19, BM 012922","King1900CT10; Maekawa1974agricultural-production; Maekawa1985BSA2","primary; citation; history","pl. 18-19, BM 012922; p. 11; 112 table","; ; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Amar-Suen.02.00.00,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-03-28, 0013",,,,0,,0,,0,,0,,"BDTNS; eBL; BM","000293; BM.12922; W_1896-0328-13"," ",0,0,,,0,0,0,0,,
108615,"BM 014308","CT 10, pl. 20-23, BM 014308","Englund1990Fischerei; King1900CT10","citation; primary","p. 49, p. 86 n. 279, p. 87 n. 282; pl. 20-23, BM 014308","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)","Šulgi.48.01.00 (us2 year), Šulgi.48.11d.00 (intercalated) (us2 year), Šulgi.48.12.00 (us2 year)","British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-04-06, 0006","20111023 englund: u4-tusz-a geme2 at 1/5; cp. T. Gomi, AoF 24 (1997) 37 n. 7 to equivalence 2:3 of nig2.ar3.ra  to sze",,,0,,0,,0,,0,,"BDTNS; eBL; BM","000294; BM.14308; W_1896-0406-6"," ",0,0,,,0,0,0,0,,
108616,"BM 014313","CT 10, pl. 24-25, BM 014313","Englund1990Fischerei; King1900CT10; Waetzoldt1988Einkommen","citation; primary; citation","p. 47 n. 162; pl. 24-25, BM 014313; 38 n. 58 to ii 19ff. and n. 56 ","; ; to rev. ii 22ff","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Šulgi.48.10.00,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-04-06, 0011","20111023 englund: text refers to wives of flown gurusz workers taken into service, or to cover debts",,,0,,0,,0,,0,,"BDTNS; eBL; BM","000295; BM.14313; W_1896-0406-11"," ",0,0,,,0,0,0,0,,
108617,"BM 014315","CT 10, pl. 26-27, BM 014315",King1900CT10,primary,"pl. 26-27, BM 014315",,"Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Amar-Suen.09.04.03,"British Museum, London, UK",Administrative,clay,tablet,121.0,,70.0,,,,,,,,,,Sumerian,,,,,,,"1896-04-06, 0013",,,,0,,0,,0,,0,,"BDTNS; eBL; BM","000296; BM.14315; W_1896-0406-13"," ",0,0,,,0,0,0,0,,
108618,"BM 014316","CT 10, pl. 28-29, BM 014316","King1900CT10; Maekawa1980castration; Waetzoldt1987compensation","primary; history; citation","pl. 28-29, BM 014316; p. 2-5; p. 140 n. 158","; ; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)","Šulgi.45.03.00, Šulgi.45.06.00, Šulgi.45.08.00, Šulgi.45.09.00, Šulgi.45.10.00, Šulgi.45.12.00","British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-04-06, 0014",,,,0,,0,,0,,0,,"BDTNS; eBL; BM","000297; BM.14316; W_1896-0406-14"," ",0,0,,,0,0,0,0,,
108619,"BM 014612","CT 10, pl. 30-31, BM 014612","King1900CT10; Maekawa1976RA70","primary; citation","pl. 30-31, BM 014612; 018ff.","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Šulgi.43.00.00,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-04-07, 0001",,,,0,,0,,0,,0,,"BDTNS; eBL; BM","000298; BM.14612; W_1896-0407-1"," ",0,0,,,0,0,0,0,,
108620,"BM 021355","CT 10, pl. 32, BM 021355",King1900CT10,primary,"pl. 32, BM 021355",,"Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Amar-Suen.09.05.14,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-03-30, 0021",,,,0,,0,,0,,0,,"BDTNS; eBL; BM","000299; BM.21355; W_1896-0330-21"," ",0,0,,,0,0,0,0,,
108621,"BM 015322","CT 10, pl. 34-35, BM 015322","King1900CT10; Wilcke1999BBVO18","primary; history","pl. 34-35, BM 015322; 326","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Šulgi.34.00.00,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-04-10, 0048",,,,0,,0,,0,,0,,"BDTNS; eBL; BM","000300; BM.15322; W_1896-0410-48"," ",0,0,,,0,0,0,0,,
108622,"BM 015297","CT 10, pl. 36-37, BM 015297","King1900CT10; Lambert1963RA57Argent2","primary; history","pl. 36-37, BM 015297; 194 30","; ","Girsu (mod. Tello)","Ur III (ca. 2100-2000 BC)",Amar-Suen.02.00.00,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1896-04-10, 0023",,,,0,,0,,0,,0,AS07,"BDTNS; eBL; BM","000301; BM.15297; W_1896-0410-23"," ",0,0,,,0,0,0,0,,
